filename,file_type,religious_group,content,content_length,word_count,chunk_id,chunk_count,has_url_content
option1_combined all.docx,combined,protestant,"possible consistent with the honour and the interests of Ireland. That is how we regarded ourselves. We believe we had got the best settlement consistent with the honour and interests of Ireland. An attempt has been made, not by President de Valera but outside, to make it appear that we went there with more or less definite instructions to take a Republic and nothing but a Republic, whereas we were sent there to do our best, in effect to make a bargain. In a speech at the Dáil on August 17th. Mr. de Valera, spoke of mutual give and take, said they were ready to meet and adjust this on the basis of mutual give and take. In the same speech he said. “If it was demanded of me that before going to negotiate with the British Prime Minister I would first of all have to renounce our independent right I would not have gone.",826,155,43,1097,False
option1_combined all.docx,combined,protestant,"sh Prime Minister I would first of all have to renounce our independent right I would not have gone. If, on the other hand, seeing the claim that they are putting forward I made a demand before I went, that Britain ought to acknowledge our right absolutely then I might have been held to be unreasonable because then there would have been no question of, or necessity for, negotiations”. Once you start negotiations you are going to give away something and you are going to get something. At the general election the question was put to the Irish people to say what form of Government they wanted how they wished to live so that they might have an opportunity of working out for themselves their own national life in their own way and the answer the people gave was unmistakable. “I do not take it”, said the President, “for the form so much because we are not Republican doctrinaires as such. It was for Irish freedom and Irish independence”.",943,169,44,1097,False
option1_combined all.docx,combined,protestant,"ecause we are not Republican doctrinaires as such. It was for Irish freedom and Irish independence”. Well, we have brought back Irish freedom and Irish independence (No, no and question). Ireland is as free as Canada and Australia (No). I don’t mind the members arguing with me. I object to being interrupted. We say and we contend that we have brought back a satisfactory answer. It is for the representatives to decide whether we have not but let them argue it out hereafter. If we were to bring back the full demand we would not have been sent at all.
www.oireachtas.ie/en/debates/debate/dail/1921-12-14/3/#spk_104
01
Extracts from Arthur Griffith’s speeches during the Treaty Debates (continued)
19 December 1921
Nearly three months ago Dáil Eireann appointed plenipotentiaries to go to London to treat with the British Government and to make a bargain with them. We have made a bargain. We have brought it back.",916,150,45,1097,False
option1_combined all.docx,combined,protestant,"British Government and to make a bargain with them. We have made a bargain. We have brought it back. We were to go there to reconcile our aspirations with the association of the community of nations known as the British Empire. That task which was given to us was as hard as was ever placed on the shoulders of men. We faced that task; we knew that whatever happened we would have our critics, and we made up our minds to do whatever was right and disregard whatever criticism might occur. We could have shirked the responsibility. We did not seek to act as the plenipotentiaries; other men were asked and other men refused. We went. The responsibility is on our shoulders; we took the responsibility in London and we take the responsibility in Dublin. I signed that Treaty not as the ideal thing, but fully believing, as I believe now, it is a treaty honourable to Ireland, and safeguards the vital interests of Ireland.",921,165,46,1097,False
option1_combined all.docx,combined,protestant,"I believe now, it is a treaty honourable to Ireland, and safeguards the vital interests of Ireland.
And now by that Treaty I am going to stand, and every man with a scrap of honour who signed it is going to stand. It is for the Irish people—who are our masters (hear, hear), not our servants as some think—it is for the Irish people to say whether it is good enough. I hold that it is, and I hold that the Irish people— that 95 per cent. of them believe it to be good enough. We are here, not as the dictators of the Irish people, but as the representatives of the Irish people, and if we misrepresent the Irish people, then the moral authority of Dáil Eireann, the strength behind it, and the fact that Dáil Eireann spoke the voice of the Irish people, is gone, and gone for ever.",781,151,47,1097,False
option1_combined all.docx,combined,protestant,"it, and the fact that Dáil Eireann spoke the voice of the Irish people, is gone, and gone for ever. 
02
Extracts from Arthur Griffith’s speeches during the Treaty Debates (continued)
7 January 1922
Well, I have some principles; the principle that I have stood on all my life is the principle of Ireland for the Irish people (hear, hear). If I can get that with a Republic I will have a Republic; if I can get that with a monarchy I will have a 
monarchy. I will not sacrifice my country for a form of government. I stand in this exactly where every leader of the Irish nation stood from the time of O’Neill to Patrick Sarsfield. Owen Roe O’Neill said: “I do not care whether the King of England is King of Ireland so long as the people of Ireland are free.” I do not care whether the King of England or the symbol of the Crown be in Ireland so long as the people of Ireland are free to shape their own destinies. We have the means to do that by this Treaty; we have not the means otherwise.",990,192,48,1097,False
option1_combined all.docx,combined,protestant,"e their own destinies. We have the means to do that by this Treaty; we have not the means otherwise. I say now to the people of Ireland that it is their right to see that this Treaty is carried into operation, when they get, for the first time in seven centuries, a chance to live their lives in their own country and take their place amongst the nations of Europe. 
03
Oireachtas member profile 
www.oireachtas.ie/en/members/member/Arthur-Griffith.D.1919-01-21/
To find Arthur Griffith’s contributions in the Dáil, visit his member profile page and click See all contributions from this Member.
Dáil100 website www.dail100.ie/en/people/
Dictionary of Irish Biography 
www.dib.ie/biography/griffith-arthur-joseph-a3644
05
Oireachtas member profile 
www.oireachtas.ie/en/members/member/Arthur-Griffith.D.1919-01-21/
To find Arthur Griffith’s contributions in the Dáil, visit his member profile page and click See all contributions from this Member.
Dáil100 website www.dail100.",976,134,49,1097,False
option1_combined all.docx,combined,protestant,"s member profile page and click See all contributions from this Member.
Dáil100 website www.dail100.ie/en/people/
Dictionary of Irish Biography 
www.dib.ie/biography/griffith-arthur-joseph-a3644
06
Extracts from Mary MacSwiney’s speeches during the Treaty Debates
14 December 1921
There was a lot of talk when the Treaty was brought back, but if we present to the world to-morrow a united front then the country will follow us. I think those who put before themselves a measure of expediency should ask themselves is it worth while sacrificing expediency. If they declared war on us to-morrow we are not a bit worse off than we were six months ago. For God’s sake and the sake of the dead let us keep together. We who stand for principle cannot give in to you who stand for expediency, and expediency can always give way to principle. Therefore, if there is to be a split, it is because you who stand for expediency have accepted something which we who stand for principle cannot give way.",989,165,50,1097,False
option1_combined all.docx,combined,protestant,"u who stand for expediency have accepted something which we who stand for principle cannot give way. If there is a split the evils of that split will be on your shoulders not ours. It is for you to come up to our standards; not we to come down to yours. Therefore I would ask the signatories to submit to the decision of Dáil Éireann. We may have a united front then and the people will come after. www.oireachtas.ie/en/debates/debate/dail/1921-12-14/3/#spk_257
01
Extracts from Mary MacSwiney’s speeches during the Treaty Debates (continued)
21 December 1921
Though I have been a teacher all my life, and longed and prayed for the day when the Irish Government would take over the education of this country, I tell them here and now I would never teach in a school under their control—that I would still take a school and teach that the adoption of that Treaty, if it should be adopted by this Dáil and by the people of the country, is the greatest act of treachery in history.",978,174,51,1097,False
option1_combined all.docx,combined,protestant,"adopted by this Dáil and by the people of the country, is the greatest act of treachery in history. That I shall teach to every child that I have control of, and I shall teach the Republican doctrine in any school I teach in, and if I have only two pupils instead of 200, it does not matter; I shall keep their souls clean at any rate. I shall be a rebel to their Government, and I shall be a rebel to their education, for it will be false, utterly false education. What will you teach the children in these schools? (“Irish.”) Irish! Yes, but not Irish alone. To teach through the medium of Irish you must teach the history of their country. And the greatest trouble of education in this country is that we were never allowed to teach until recent years Irish history at all, and then it was not Irish history, but the history of England in Ireland.",850,161,52,1097,False
option1_combined all.docx,combined,protestant,"ears Irish history at all, and then it was not Irish history, but the history of England in Ireland. You must teach history, you must teach the names of the great ones of the past, you must teach the history of Grattan’s Parliament and the people that gave it away. Then you will come to the history of Dáil Eireann, the history of the Parliament set up in 1919 by the will of the people, the history of a movement that made our country great throughout the world, the history of a movement that brought on us the admiration of the world, the history of those who commanded the admiration of the world for qualities of soldiers and statesmen that six years before no one would have believed them capable of. You will have to teach them that the eyes of the world were turned on our country wondering and uplifted because in this day of materialism a little nation, a gallant little people, fought against a mighty foe and refused to acknowledge itself conquered.
www.oireachtas.",978,176,53,1097,False
option1_combined all.docx,combined,protestant,"tle people, fought against a mighty foe and refused to acknowledge itself conquered.
www.oireachtas.ie/en/debates/debate/dail/1921-12-21/2/#spk_98
The Irish Republican Government was established in January, 1919, and it has functioned since under such conditions that no country ever worked under before. That Republican Government is not now going to be fooled and destroyed by the Wizard of Wales. We beat him before and we shall beat him again, and I pray with all my heart and soul that a majority of the Members of this assembly will throw out that Treaty and that the minority will stand shoulder to shoulder with us in the fight to regain the position we held on the 4th of this month. I pray that once more; I pray that we will stand together, and the country will stand behind us. I have no doubt of that. I know the women of Ireland, and I know what they will say to the men that want to surrender, and therefore I beg of you to take the decision to throw out that Treaty.",982,174,54,1097,False
option1_combined all.docx,combined,protestant,"en that want to surrender, and therefore I beg of you to take the decision to throw out that Treaty. Register your votes against it, and do not commit the one unforgivable crime that has ever been committed by the representatives of the people of Ireland (applause). www.oireachtas.ie/en/debates/debate/dail/1921-12-21/2/#spk_121
02
Extracts from Mary MacSwiney’s speeches during the Treaty Debates (continued)
7 January 1922
I, for one, will have neither hand, act, nor part in helping the Irish Free State to carry this nation of ours, this glorious nation that has been betrayed here to-night, into the British Empire—either with or without your hands up. I maintain here now that this is the grossest act of betrayal that Ireland ever endured. I know some of you have done it from good motives; soldiers have done it to get a gun, God help them! Others, because they thought it best in some other way.",905,151,55,1097,False
option1_combined all.docx,combined,protestant,"rs have done it to get a gun, God help them! Others, because they thought it best in some other way. I do not want to say a word that would prevent them from coming back to their Mother Republic; but I register my protest, and not one bit of help that we can give will we give them. The speech we have heard sounded very beautiful—as the late Minister of Finance can do it; he has played up to the gallery in this thing, but I tell you it may sound very beautiful but it will not do. Ireland stands on her Republican Government and that Republican Government cannot touch the pitch of the Free State without being fouled; and here and now I call on all true Republicans; we all want to protect the public safety; it is our side that will do its best to protect the public safety. We want no such terrible troubles in the country as faction fights; we can never descend to the faction fights of former days; we have established a Government, and we will have to protect it.",972,187,56,1097,False
option1_combined all.docx,combined,protestant,"the faction fights of former days; we have established a Government, and we will have to protect it. Therefore, let there be no misunderstanding, no soft talk, no ráiméis at this last moment of the betrayal of our country; no soft talk about union; you cannot unite a spiritual Irish Republic and a betrayal worse than Castlereagh’s, because it was done for the Irish nation. You may talk about the will of the Irish people, as Arthur Griffith did; you know it is not the will of the Irish people; it is the fear of the Irish people, as the Lord Mayor of Cork says; and to-morrow or another day when they come to their senses, they will talk of those who betrayed them to-day as they talk of Castlereagh. Make no doubt about it. This is a betrayal, a gross betrayal; and the fact is that it is only a small majority, and that majority is not united; half of them look for a gun and the other half are looking for the fleshpots of the Empire.",941,178,57,1097,False
option1_combined all.docx,combined,protestant,"united; half of them look for a gun and the other half are looking for the fleshpots of the Empire. I tell you here there can be no union between the representatives of the Irish Republic and the so-called Free State. www.oireachtas.ie/en/debates/debate/dail/1922-01-07/2/#spk_241
03
Oireachtas member profile 
www.oireachtas.ie/en/members/member/Mary-MacSwiney.D.1921-08-16/
 To find Mary MacSwiney’s contributions in the Dáil, visit her member profile page and click See all contributions from this Member.
Dáil100 website www.dail100.ie/en/people/
Dictionary of Irish Biography 
www.dib.ie/biography/macswiney-mary-a5295
05
Senior Cycle
Question 1
Mary MacSwiney spoke for over three hours on 21 December 1921.",714,93,58,1097,False
option1_combined all.docx,combined,protestant,"mary-a5295
05
Senior Cycle
Question 1
Mary MacSwiney spoke for over three hours on 21 December 1921. From your understanding of the history of the MacSwiney family, why did she speak for so long? What phrases does she use to illustrate her thoughts on the Treaty either in support or against it?
Question 2
In her speech of 21 December 1921 Mary MacSwiney said, 
‘I would take a plebiscite of the women of Ireland gladly, and I know what the answer would be’. 
Write an account of her involvement in various women’s movements from 1911 to 1934.
Oireachtas member profile 
www.oireachtas.ie/en/members/member/Mary-MacSwiney.D.1921-08-16/
 To find Mary MacSwiney’s contributions in the Dáil, visit her member profile page and click See all contributions from this Member.
Dáil100 website www.dail100.ie/en/people/
Dictionary of Irish Biography 
www.dib.",852,131,59,1097,False
option1_combined all.docx,combined,protestant,"from this Member.
Dáil100 website www.dail100.ie/en/people/
Dictionary of Irish Biography 
www.dib.ie/biography/macswiney-mary-a5295
06
INTRODUCTION 
The year 1922 in Ireland was pivotal; it witnessed three major events that ushered in the final phase of Ireland’s revolution – the ratification of the Anglo-Irish Treaty leading to the establishment of the Irish Free State, the final confirmation of partition when Northern Ireland opted out of that Free State settlement, and the outbreak of the Irish Civil War. 
This teaching resource is based on Ireland 1922: Independence, Partition, Civil War (edited 
by Darragh Gannon and Fearghal McGarry. Royal Irish Academy, Dublin, 2022), which consists of fifty concise and illustrated essays, each of which addresses a particular event that took place in 1922 to explore a broader theme related to the Irish revolution or its legacy.",881,130,60,1097,False
option1_combined all.docx,combined,protestant,"nt that took place in 1922 to explore a broader theme related to the Irish revolution or its legacy. This resource pack has been designed for the Leaving Certificate Late Modern History (1815– 1993) course, supporting Later Modern Ireland and particularly Topic 3, ‘The pursuit of sovereignty and the impact of partition, 1912–1949’.
This resource consists of four topics, each of which comprises an exam-style documents-based question, supplemental primary source material, and historiographical interpretations from Ireland 1922. This will allow students to engage with and build upon the existing course material with its emphasis on enquiry, evidence and exploration and to develop the ability to debate the usefulness and limitations of different types of primary and secondary sources of historical evidence. Students will require an awareness of the key events in Ireland during the Revolutionary period (1916–23) to orientate them when reading through the documents.",974,145,61,1097,False
option1_combined all.docx,combined,protestant,"land during the Revolutionary period (1916–23) to orientate them when reading through the documents. This resource facilitates the exploration of the contemporary and historical issues raised by events that took place in Ireland in the year 1922, using current historiography and new primary source material. Teachers and students can choose which topic to focus on and how best to use it in the classroom.
The Royal Irish Academy’s Dictionary of Irish Biography (DIB) can be used as a reference document for key personalities related to these topics; it is available for free, as well as the RIA’s Documents on Irish Foreign Policy (DIFP) and Judging Dev educational resources. These can be used to further contextualise and understand the featured topics and can all be accessed here: 
IRELAND IN 1922
The truce of 11 July 1921 ended the Irish War of Independence, paving the way for the establishment of formal peace negotiations between the British government and the Irish.",978,158,62,1097,False
option1_combined all.docx,combined,protestant,"way for the establishment of formal peace negotiations between the British government and the Irish. 
However, by the beginning of 1922, Ireland once again faced the prospect of war. The AngloIrish Treaty, which had been signed in London on 6 December 1921 following two months of negotiations, was extremely divisive. It was ratified in the Dáil on 7 January 1922 by a vote of 64 to 57, following acrimonious Dáil debates. But its opponents refused to accept the treaty – Éamon de Valera resigned as president of the Dáil, to be replaced by Arthur Griffith, and thus triggered a split in the republican movement that spread from the Dáil to Sinn Féin and then the IRA, eventually leading to the Irish Civil War (28 June 1922 – 24 May 1923).
1922 was a confusing, unsettled and unsettling, year, when things did not turn out as hoped. There was still much to play for at the outset, but it ended in violence and disillusionment.",928,163,63,1097,False
option1_combined all.docx,combined,protestant,"hoped. There was still much to play for at the outset, but it ended in violence and disillusionment. It was marked by acts of violence north and south of the border, and while the War of Independence had come to an end, it was unclear what kind of state would emerge from it, with what level of independence. Many of the issues would not be settled for years or decades, and some remain unresolved.
It was a year of enormous change: its events cemented partition and established the Irish Free State which, in turn, provided the basis for the Ireland that Éamon de Valera went on to create.
KEY DATES
7 January 1922: Dáil Éireann passes the Anglo-Irish Treaty 
14 January 1922: Establishment of the Provisional Government 
21 January 1922: First Craig–Collins ‘pact’ 
24 March 1922: McMahon killings 
26 March 1922: Meeting of the IRA ‘Army Convention’ 
30 March 1922: Second Craig–Collins ‘pact’ 
7 April 1922: Special Powers Act passed by the Northern Ireland government 
14 April 1922: Seizure of",999,170,64,1097,False
option1_combined all.docx,combined,protestant,"April 1922: Special Powers Act passed by the Northern Ireland government 
14 April 1922: Seizure of the Four Courts by anti-Treaty IRA garrison 
2–20 May 1922: Joint Free State Army–IRA ‘Northern offensive’ 
20 May 1922: Agreement of election ‘pact’ between pro- and anti-Treaty Sinn Féin 
1 June 1922: Establishment of the Royal Ulster Constabulary 
18 June 1922: Pro-Treaty Sinn Féin candidates win the general election 
NOTABLE PERSONALITIES FROM THE 
DICTIONARY OF IRISH BIOGRAPHY
Below is a list of the personalities relevant to the topics included in this resource; you can access the Dictionary of Irish Biography (DIB) for free through Scoilnet, or see the RIA’s dedicated resource ‘Dictionary of Irish Biography – Key Personalities’ here: 
educational-resources 
Barton, Robert Childers (1881–1975): agriculturist and revolutionary
Béaslaí, Piaras (1881–1965): writer, revolutionary, politician, language revivalist and journalist
Brugha, Cathal (1874–1922): 
revolutionary 
Byrne, Edward Jo",1000,140,65,1097,False
option1_combined all.docx,combined,protestant,"ian, language revivalist and journalist
Brugha, Cathal (1874–1922): 
revolutionary 
Byrne, Edward Joseph (1872–1940): Catholic archbishop of Dublin
Clarke, Kathleen (1878–1972): 
republican activist
Collins, Michael (1890–1922): revolutionary leader, chairman of the Irish Provisional Government, and 
Commander-in-chief of the Provisional Government army
Cosgrave, William Thomas 
(1880–1965): revolutionary and politician
Craig, James (1871–1940): 1st Viscount 
Craigavon, first prime minister of Northern Ireland
De Valera, Éamon (1882–1975): teacher, revolutionary, Taoiseach and president of Ireland
Devlin, Joseph (1871–1934): nationalist leader
Griffith, Arthur Joseph (1871–1922): 
journalist and politician
MacSwiney, Mary (1872–1942): republican
Markievicz, Constance Georgine (1868–1927): countess, republican and labour activist
McCartan, Patrick (1878–1963): medical doctor, revolutionary and politician
Mellows, William Joseph (‘Liam’) 
(1892–1922): revolutionary and socialist
Nixon, J",1000,113,66,1097,False
option1_combined all.docx,combined,protestant,"y and politician
Mellows, William Joseph (‘Liam’) 
(1892–1922): revolutionary and socialist
Nixon, John William (1877–1949): policeman and politician
O’Callaghan, Kate (Kathleen) 
(1885–1961): teacher and politician
O’Connor, Roderick (‘Rory’) (1883–1922): republican
O’Duffy, Eoin (1890–1944): soldier, policeman and politician
O’Higgins, Kevin Christopher (1892–1927): politician
Pearse (Brady), Margaret (1857–1932): nationalist and Dáil deputy
Sheehy Skeffington, (Johanna) Hanna 
(1877–1946): political activist
Stack, Austin (1879–1929): revolutionary
Wilson, Sir Henry Hughes (1864–1922): 
1st baronet, soldier and politician
1. 
THE TREATY DEBATES
INTRODUCTION
Following the Treaty negotiations, October–December 1921, and in the face of a renewed threat of war from Prime Minister David Lloyd George, the Anglo-Irish Treaty was signed on 6 December 1921.",863,107,67,1097,False
option1_combined all.docx,combined,protestant,"of war from Prime Minister David Lloyd George, the Anglo-Irish Treaty was signed on 6 December 1921. The seven-member Dáil cabinet voted to recommend the Treaty to the Dáil by a margin of four to three: Arthur Griffith, Michael Collins, Robert Barton and W.T. Cosgrave voted in favour, while Éamon de Valera, Cathal Brugha and Austin Stack voted against. 
As the Dáil debated the ratification of the Anglo-Irish Treaty, the University College Dublin lecture theatre at Earlsfort Terrace in Dublin’s city centre became incredibly tense. The Dáil debates have long been seen as a climactic point in the history of the Irish revolution; they were the moment when the camaraderie of the republican movement was fractured and the bitterness and divisions of the civil war began.",773,126,68,1097,False
option1_combined all.docx,combined,protestant,"ie of the republican movement was fractured and the bitterness and divisions of the civil war began.
These debates have been the focus for many historians, with particular attention being paid to the constitutional arguments both for and against the proposed treaty, and the gender dynamics, with the majority of female speakers in opposition, and, latterly, the class dimensions of the treaty split. But alongside these questions, the most noted feature of the Treaty Debates was the tone of the exchanges.
Ultimately, on 7 January 1922, the Dáil voted to approve the treaty by a vote of 64 to 57 but its opponents refused to accept this result, leading eventually to the Irish Civil War.
PRIMARY SOURCE EVALUATION
A sample exam-style documents-based question is provided here, as well as supplemental primary source material to provide teachers and students with additional documents for discussion.",901,143,69,1097,False
option1_combined all.docx,combined,protestant,"l primary source material to provide teachers and students with additional documents for discussion.
Sample documents-based question:
Case study to which the documents relate: The Treaty negotiations, October–December 1921.
Document A
Extract from a speech made by Kathleen Clarke, Sinn Féin TD and widow of Easter Rising leader Tom Clarke, during a debate in the Dáil on the Anglo-Irish Treaty, 22 December 1921 
(Dáil Éireann: www.oireachtas.ie)
I rise to support the motion of the President to reject this Treaty. It is to me the simple question of right and wrong. To my mind it is a surrender of all our national ideals [...] Arthur Griffith said he had brought back peace with England, and freedom to Ireland.",715,117,70,1097,False
option1_combined all.docx,combined,protestant,"al ideals [...] Arthur Griffith said he had brought back peace with England, and freedom to Ireland. I can only say it is not the kind of freedom I have looked forward to, and, if this Treaty is ratified, the result will be a divided people; the same old division will go on; those who will enter the British Empire and those who will not, and so England’s old game of divide and conquer goes on. God, the tragedy of it! [...] there is not power enough to force me, nor eloquence enough to influence me in the whole British Empire into taking that Oath [...] I took an Oath to the Irish Republic, solemnly, reverently, meaning every word. I shall never go back from that. 
Document B
Extract from a speech made by Arthur Griffith, Minister for Foreign Affairs, during a debate in the Dáil on the Anglo-Irish Treaty, 7 January 1922 (Dáil Éireann: www.oireachtas.ie)
Does this Treaty give away the interests and the honour of Ireland? I say it does not.",951,173,71,1097,False
option1_combined all.docx,combined,protestant,"ireachtas.ie)
Does this Treaty give away the interests and the honour of Ireland? I say it does not. I say it serves the interests of Ireland; it is not dishonourable to Ireland. It is not an ideal thing; it could be better [...] You can take this Treaty and make it the basis of an Irish Ireland. You can reject this Treaty and you can throw Ireland back into where she was years ago, into where she was before—well I do not like to speak about the dead—before the sacrifice that the dead men have made raised her up; the men who died for the last four or five years made this Treaty possible; without them it could not have been done. You are going to give away the fruits of their sacrifices, and to condemn the other young men of Ireland to go out on a fruitless struggle [...] I can see no better way than this Treaty; no better way for the Irish people.",859,166,72,1097,False
option1_combined all.docx,combined,protestant,"uitless struggle [...] I can see no better way than this Treaty; no better way for the Irish people.
Section 1: Comprehension  a) Who was Kathleen Clarke?
According to Document A, why will Clarke not accept the Treaty?
According to Document B, what will happen if the deputies reject the Treaty?
Why, according to Arthur Griffith, should they accept the Treaty? 
Section 2: Comparison 
How far do the sources support the view that divisions within Sinn Féin caused the Irish Civil War? Explain your answer, referring to both documents. 
Do both documents illustrate the tone and emotion of the debates? Give reasons for your answer, referring to both documents. 
Section 3: Criticism 
Does Document A demonstrate arguments for and against the Treaty? Give reasons, referring to the source.
Does Document B show the value of speeches as a historical source? Explain your answer, referring to the document.",904,147,73,1097,False
option1_combined all.docx,combined,protestant,"B show the value of speeches as a historical source? Explain your answer, referring to the document. 
Section 4: Contextualisation
 To what extent did the Treaty achieve Irish republicans’ aims? 
Guidance for students on how to approach primary sources Think about who/what/when/why: 
Who produced this?
What type of source is the document? What does it say? 
When was it written: close to the event or some time after? 
Why was it written? In what circumstances?
Think about the strengths and weaknesses of the sources: 
What can this document tell you? 
What questions can it answer? 
What questions can it not answer? 
Below are further examples of primary source extracts with questions for discussion. 
Source 1
Extract from a speech made by Liam Mellows, Sinn Féin, during a debate in the Dáil on the 
Anglo-Irish Treaty, 4 January 1922 (Dáil Éireann: www.oireachtas.ie)
I stand definitely against this so-called Treaty and the arguments in favour of acceptance [...",972,156,74,1097,False
option1_combined all.docx,combined,protestant,".ie)
I stand definitely against this so-called Treaty and the arguments in favour of acceptance [...] [The plenipotentiaries] had no mandate to sign away the independence of this country as this Treaty does [...] We are hearing a great deal here about the will of the people [...] The will of the people, we are told by one of the Deputies who spoke here, is that this Treaty shall be ratified [hear, hear]. The will of the people! [...] I found that the people who are in favour of the Treaty are not in favour of the Treaty on its merits, but are in favour of the Treaty because they fear what is to happen if it be rejected. That is not the will of the people, that is the fear of the people [hear, hear]. The will of the people was when the people declared for a Republic.",776,149,75,1097,False
option1_combined all.docx,combined,protestant,"fear of the people [hear, hear]. The will of the people was when the people declared for a Republic. 
Questions for discussion:
Why does Liam Mellows raise the issue of the plenipotentiaries’ mandate?
Why does Mellows label it a ‘so-called’ Treaty?
What does this speech reveal about the divisions within the Dáil?
Was Mellows’ argument justfied?
Source 2
Extract from a speech by Winston Churchill, Colonial Secretary in the British Government, to the House of Commons, 26 June 1922 (House of Commons Hansard)
When, on the night of 6 December, 1921, we signed a Treaty with the plenipotentiaries of the Irish people, we had every right to believe, and every reason to believe, that the Irish signatories represented the settled view of the vast majority of the Dáil and the united authority of the Sinn Féin cabinet.",817,137,76,1097,False
option1_combined all.docx,combined,protestant,"the settled view of the vast majority of the Dáil and the united authority of the Sinn Féin cabinet. But we learned almost immediately that Mr de Valera and a very large number of his followers repudiated the action taken by his own plenipotentiaries, and the Treaty was only carried through the Dáil, after prolonged wrangling, by a majority of seven votes [...] We therefore pressed upon the Provisional Government the importance and urgency of an election, which alone could give them the status of a national administration and which alone could enable them to govern with native authority [...] The presence in Dublin, in violent occupation of the Four Courts, of a band of men styling themselves the Headquarters of the Republican Executive, is a gross breach and defiance of the Treaty [...] The time has come [...] for us to make to this strengthened Irish Government and new Irish Parliament a request, in express terms, that this sort of thing must come to an end.",974,167,77,1097,False
option1_combined all.docx,combined,protestant,"t and new Irish Parliament a request, in express terms, that this sort of thing must come to an end.
Questions for discussion:
What perspective of the Treaty negotiations and debates does Churchill provide?
How would you describe the tone of Churchill’s speech?
What request does he make?
What significant event followed soon after this speech?
Source 3
An anonymous anti-Treaty handbill published in 1922 (Image courtesy of the National Library of Ireland)
Questions for discussion:
Explain what is happening in this cartoon.
Why is Michael Collins depicted as forcing the Treaty down an Irish citizen’s throat?
Does this portray the Treaty in a positive or a negative light?
Why did many republicans oppose the Anglo-Irish Treaty?
SECONDARY SOURCE INTERPRETATION
The extract below provides additional contextual information and material for understanding and interpreting secondary sources.",892,135,78,1097,False
option1_combined all.docx,combined,protestant,"additional contextual information and material for understanding and interpreting secondary sources.
Guidance for interpreting secondary source material:
Assess and evaluate what the historians are saying, stating strengths and weaknesses of each interpretation 
State whether you agree or disagree with their interpretations and explain why 
Use relevant knowledge to support your arguments 
Don’t be afraid to challenge a historian’s point of view using relevant contextual knowledge to support your argument.
Extract from Caoimhe Nic Dháibhéid, ‘Emotions in the Treaty Debates’, Ireland 1922: 
Independence, Partition, Civil War (Royal Irish Academy, Dublin, 2021)*
The mood of the lecture halls was frequently noted, from the cheers from the waiting crowd outside as deputies entered, to the tension, gravity and gloom that progressively engulfed the debates themselves.",874,122,79,1097,False
option1_combined all.docx,combined,protestant,"uties entered, to the tension, gravity and gloom that progressively engulfed the debates themselves. 
The range of emotions of the treaty debates formed a significant part of how the Irish public learned about the emerging split in the republican movement. Despite the bitterness which was the abiding memory of the debates, the emotion most frequently expressed in the debates themselves was love – of Ireland, and of each other. But fear was present too: it stalked the chamber. The prospect of a split and of dividing the political community which had been forged through the revolutionary process was uppermost in deputies’ minds. Some accused their opponents of being motivated by fear, while others were adamant that the people in Ireland were steadfast and fearless in spite of the terror that was waged against them. 
In this pressure-cooker atmosphere, feelings bubbled over and passions ran high. This fevered emotional environment also was reflected in the tone of many of the speeches.",997,160,80,1097,False
option1_combined all.docx,combined,protestant,"ran high. This fevered emotional environment also was reflected in the tone of many of the speeches. The bitterness and anger of many of the speeches have been much commented upon: notably Cathal Brugha’s railing against Michael Collins where clearly his personal dislike bled into his political opposition, or Arthur Griffith’s tetchy and bad-tempered responses throughout, encapsulated in his dismissal of Erskine Childers as a ‘damned Englishman’. 
A feature of the disintegration of republican unity in the months leading up to the outbreak of civil war is the spilling over into the public sphere of these emotions – recrimination, anger, accusations of bad faith, pragmatism, and hope. This complex bundle of emotions can all be charted in the public statements made by both sides as Ireland slid towards fraternal conflict.",830,130,81,1097,False
option1_combined all.docx,combined,protestant,"l be charted in the public statements made by both sides as Ireland slid towards fraternal conflict. Thinking about the treaty debates as a decisive moment in the emotional history of the Irish revolution opens up new ways of thinking about how emotions were expressed and instrumentalised as a means to support or undermine political arguments throughout the revolutionary period.
*Because of the nature of the editorial process, extracts in this document may differ slightly from corresponding passages in the published book.
Questions for discussion:
How far does this extract support the view that divisions within Sinn Féin caused the Irish Civil War?
What can the tone and emotion of the Treaty Debates tell us about their significance for the Irish population?
What does the overflowing of these emotions into the public sphere tell us about the strength of republican unity in the months leading up to the outbreak of civil war?
Does this extract present different perspectives? 
DISCUSSION T",1000,160,82,1097,False
option1_combined all.docx,combined,protestant,"ing up to the outbreak of civil war?
Does this extract present different perspectives? 
DISCUSSION TOPICS
To what extent was the Anglo-Irish Treaty (1921) responsible for the Irish Civil War?
What made the Treaty Debates the watershed moment in the lead-up to the Civil War?
Liam Mellows claimed that ‘it is not the will of the people but the fear of the people’ that propelled the pro-Treaty arguments. Discuss. 
What role do you think emotions play in creating a watershed moment such as the Treaty Debates?
What was the significance of the Treaty Debates for the Irish Revolution?
Why were the Treaty Debates so divisive?
FURTHER READING
Listed below are relevant individuals whose biographies are available in the Dictionary of Irish Biography and suggested texts for further reading. This will also be of use for students working on their Research Study Report.",866,142,83,1097,False
